		Lafayette	1	0	0	0	0	0	0	1	0	25,007
		Laguna Hills	1	0	0	0	0	0	1	0	0	32,172
		La Habra	3	0	0	0	0	0	1	0	2	59,290
		Lake Elsinore	1	0	0	2	0	0	2	1	0	47,937
		Lakewood	3	1	0	0	0	0	1	3	0	80,138
		La Mesa	0	1	0	0	0	0	1	0	0	52,801
		La Mirada	1	0	0	1	0	0	1	1	0	50,143
		Lancaster	11	0	2	1	0	5	5	2	2	144,210
		La Puente	1	0	0	0	0	0	1	0	0	41,581
		La Quinta	0	0	2	0	0	0	0	1	1	44,533
		La Verne	1	0	0	0	0	0	0	1	0	33,549
		Lemon Grove	1	0	0	0	0	0	1	0	0	23,721
		Lemoore	0	0	1	0	0	0	0	1	0	23,461
		Livermore	1	1	0	0	0	0	0	1	1	80,253
		Lodi	0	1	0	1	0	1	1	0	0	63,218
		Lomita	1	0	0	0	0	0	0	0	1	20,539
		Long Beach	6	3	3	1	0	6	4	3	0	473,959
		Los Alamitos	2	3	0	0	0	0	2	1	2	11,725
		Los Angeles	132	50	43	54	0	61	72	76	70	3,870,487
		Los Gatos	0	2	0	0	0	0	0	0	2	28,320
		Lynwood	1	0	0	0	0	0	1	0	0	71,216
		Malibu	1	0	0	0	0	0	0	1	0	13,263
		Manhattan Beach	1	2	1	0	0	0	1	2	1	37,061
		Manteca	2	0	0	0	0	1	0	1	0	65,857
		Marina	0	0	1	2	0	1	0	2	0	18,048
		Marysville	1	0	0	0	0	0	0	0	1	11,903
		Menlo Park	1	1	0	0	0	0	1	0	1	29,867
		Millbrae	0	0	0	1	0	0	1	0	0	20,425
		Milpitas	0	0	1	1	0	0	0	2	0	64,498
		Modesto	4	0	4	2	0	0	2	7	1	208,067
		Montclair	0	0	0	1	0	1	0	0	0	35,893
		Monterey	0	0	1	0	0	0	1	0	0	28,674
		Monterey Park	1	0	0	0	0	0	1	0	0	62,472
		Moorpark	0	0	1	1	0	0	0	2	0	36,255
		Moreno Valley	4	0	0	1	0	1	1	1	2	190,248
		Mountain View	0	0	0	1	0	1	0	0	0	69,999
		Murrieta	0	0	1	0	0	1	0	0	0	98,051
		Napa	1	0	1	0	0	0	1	0	1	75,266
		National City	1	0	0	1	0	0	2	0	0	61,996
		Newport Beach	3	0	1	3	0	1	2	0	4	80,377
		Norwalk	5	0	1	0	0	1	1	2	2	105,330
		Novato	2	0	0	2	0	3	0	0	1	52,067
		Oakdale	1	0	0	0	0	1	0	0	0	19,890
		Oakland	5	1	5	4	0	2	4	1	8	396,541
		Oakley	2	0	0	0	0	0	0	1	1	29,302
		Oceanside	10	4	3	3	0	4	7	3	6	166,424
		Ontario	1	1	0	0	0	0	2	0	0	175,537
		Orange	1	1	2	0	0	3	1	0	0	135,818
		Oxnard	1	0	1	1	0	2	1	0	0	186,367
		Pacifica	1	0	2	3	0	2	2	1	1	37,176
		Palmdale	8	2	1	0	0	4	3	0	4	142,122
		Palm Desert	0	3	0	1	0	1	3	0	0	47,903
		Palm Springs	4	0	7	0	0	2	3	1	5	48,542
		Palo Alto	0	2	1	0	0	1	2	0	0	57,696
		Paradise	1	0	0	0	0	1	0	0	0	26,381
		Paramount	1	0	0	0	0	0	0	1	0	56,508
		Parlier	0	1	0	0	0	0	1	0	0	13,391
		Pasadena	7	1	3	6	0	4	6	3	4	145,553
		Paso Robles	1	1	0	0	0	1	0	0	1	28,490
		Perris	2	0	0	0	0	1	0	1	0	54,029
		Petaluma	1	0	0	2	0	2	1	0	0	54,624
		Pico Rivera	1	0	0	0	0	0	0	0	1	64,452
		Pinole	2	0	0	0	0	0	0	1	1	18,844
		Placerville	0	0	1	2	0	1	0	1	1	10,142
		Pleasant Hill	1	0	0	1	0	1	1	0	0	33,233
		Pleasanton	1	0	0	0	0	1	0	0	0	66,707
		Pomona	3	0	0	2	0	2	0	1	2	155,161
		Poway	1	0	1	0	0	0	0	1	1	48,105
		Rancho Mirage	0	1	0	0	0	0	0	0	1	17,293
		Rancho Santa Margarita	1	0	0	0	0	1	0	0	0	51,023
		Red Bluff	0	0	1	0	0	1	0	0	0	14,111
		Redding	9	0	5	2	1	5	4	1	7	91,328
		Redlands	1	0	0	0	0	0	0	0	1	71,358
		Redondo Beach	4	0	0	1	0	1	1	1	2	67,909
		Redwood City	2	0	0	0	0	1	0	1	0	73,435
		Rialto	0	1	0	1	0	0	1	0	1	100,451
		Richmond	3	0	2	0	0	2	1	2	0	102,471
		Ridgecrest	0	1	0	0	0	0	1	0	0	26,351
		Riverside	16	0	2	2	0	10	6	4	0	299,312
		Rocklin	1	0	0	0	0	0	0	1	0	52,328
		Rohnert Park	0	1	0	0	0	0	1	0	0	41,043
		Rolling Hills Estates	1	0	0	0	0	0	1	0	0	8,136
		Rosemead	3	0	0	0	0	0	3	0	0	55,187
		Roseville	0	0	1	0	0	0	0	1	0	111,497
		Sacramento	10	2	5	3	0	4	3	8	5	460,546
		Salinas	1	0	1	0	0	0	0	2	0	145,251
		San Bernardino	2	0	2	0	0	0	3	0	1	200,810
		San Bruno	0	0	1	1	0	0	2	0	0	39,960
		San Clemente	0	1	0	1	0	1	1	0	0	62,723
		San Diego	15	5	21	11	0	15	12	15	10	1,261,196
		San Dimas	1	1	0	1	0	3	0	0	0	35,809
		San Francisco	31	9	18	8	0	20	21	12	13	733,799
		San Gabriel	1	1	0	0	0	0	1	0	1	41,186
		San Jacinto	2	1	0	0	0	2	1	0	0	37,056
		San Jose	18	2	9	5	0	10	7	11	6	934,553
		San Juan Capistrano	1	1	0	0	0	0	0	1	1	34,976
		San Leandro	5	1	0	0	0	0	0	2	4	77,785
		San Luis Obispo	3	3	1	3	0	2	4	3	1	42,781
		San Marcos	1	1	0	0	0	1	1	0	0	80,050
		San Mateo	0	2	1	1	0	0	1	2	1	91,441
		San Pablo	1	0	0	0	0	0	0	0	1	31,143
		San Rafael	0	0	1	0	0	0	0	1	0	55,987
		San Ramon	2	0	0	0	0	2	0	0	0	50,295
		Santa Barbara	1	0	0	0	0	1	0	0	0	85,142
		Santa Clarita	1	0	0	0	0	0	0	1	0	170,429
		Santa Cruz	4	2	3	2	0	2	3	4	2	54,626
		Santa Fe Springs	1	0	0	0	0	0	1	0	0	17,207
		Santa Monica	0	0	0	1	0	0	0	1	0	88,584
		Santa Rosa	1	2	1	1	0	3	1	1	0	154,953
		Santee	3	0	0	0	0	1	0	1	1	52,465
		Scotts Valley	0	0	2	1	0	0	1	0	2	11,114
		Seaside	0	0	1	0	0	0	1	0	0	34,204
		Sebastopol	1	0	0	0	0	0	1	0	0	7,523
		Signal Hill	0	0	2	0	0	0	0	1	1	11,270
		Solana Beach	0	1	0	0	0	0	0	0	1	12,601
		Soledad	1	0	1	0	0	0	0	2	0	28,431
		Sonora	1	0	0	0	0	0	0	1	0	4,679
		South Gate	2	0	0	0	0	0	1	0	1	98,701
		South Lake Tahoe	0	0	0	1	0	0	0	1	0	23,872
		South San Francisco	1	0	0	0	0	0	1	0	0	61,458
		Stanton	1	0	0	2	0	1	0	2	0	37,666
		Stockton	5	0	1	4	0	2	2	2	4	297,170
		Sunnyvale	0	0	0	1	0	0	1	0	0	130,326
		Taft	0	0	0	1	0	0	0	0	1	9,198
		Temecula	3	2	0	1	0	0	2	2	2	93,665
		Temple City	1	0	0	0	0	0	1	0	0	38,546
		Thousand Oaks	1	3	0	2	0	1	1	2	2	125,196
		Torrance	3	0	0	0	0	1	1	1	0	142,970
		Turlock	0	0	1	1	0	2	0	0	0	70,386
		Tustin	0	0	1	0	0	0	0	1	0	69,945
		Union City	5	0	2	0	0	1	5	1	0	69,769
		Upland	2	0	0	1	0	2	1	0	0	74,049
		Vacaville	3	0	1	1	0	1	4	0	0	93,167
		Ventura	0	0	1	2	0	3	0	0	0	104,523
		Visalia	1	0	1	0	0	0	0	2	0	116,766
		Vista	2	0	0	1	0	0	2	0	1	89,851
		Walnut	1	0	0	0	0	0	1	0	0	31,470
		Walnut Creek	1	2	0	1	0	0	1	2	1	63,568
		Watsonville	0	0	1	0	0	0	0	1	0	49,031
		West Covina	3	2	0	0	0	1	1	2	1	108,097
		West Hollywood	0	2	7	1	0	1	1	7	1	36,604
		West Sacramento	1	0	0	1	0	1	1	0	0	46,245
		Whittier	2	0	1	0	0	2	0	0	1	84,038
		Woodland	0	0	2	1	0	0	2	1	0	51,355
		Yorba Linda	0	0	0	1	0	0	0	1	0	66,252
		Yuba City	5	1	1	1	0	2	3	1	2	61,881
	Universities and Colleges		18	11	8	4	0					
		California State University:										
		Bakersfield	1	0	0	0	0	1	0	0	0	7,711
		Dominguez Hills	0	1	0	0	0	1	0	0	0	12,068
		Fresno	1	0	0	0	0	0	1	0	0	22,098
		Fullerton	1	0	0	0	0	0	0	0	1	35,921
		Monterey Bay	0	0	1	0	0	0	0	0	1	3,818
		Northridge	1	0	1	1	0	1	1	0	1	34,560
		Sacramento	0	0	1	1	0	1	0	1	0	28,529
		San Bernardino	0	0	1	0	0	0	1	0	0	16,479
		Fresno Community College	1	0	0	0	0	0	0	1	0	22,040
		Humboldt State University	2	0	0	0	0	2	0	0	0	7,435
		San Francisco State University	2	3	0	0	0	0	1	4	0	29,628
		Santa Rosa Junior College	0	0	0	1	0	0	0	0	1	24,806
		Solano Community College	1	1	0	0	0	2	0	0	0	10,900
		University of California:										
		Berkeley	0	1	2	0	0	1	1	1	0	33,920
		Davis	2	0	1	1	0	1	0	1	2	29,628
		Los Angeles	1	0	0	0	0	1	0	0	0	36,611
		Riverside	0	2	0	0	0	0	1	1	0	16,875
		Santa Cruz	5	3	1	0	0	7	1	1	0	15,364
	Metropolitan Counties		79	27	22	22	0					
		Contra Costa	0	0	1	0	0	0	0	1	0	
		Imperial	1	0	0	0	0	0	0	0	1	
		Kern	4	0	1	2	0	0	2	3	2	
		Los Angeles	35	11	5	7	0	12	18	16	12	
		Marin	0	1	1	0	0	1	1	0	0	
		Merced	0	1	0	0	0	0	0	1	0	
		Orange	3	1	1	0	0	1	2	2	0	
		Riverside	8	5	1	2	0	3	5	3	5	
		Sacramento	8	0	5	5	0	7	6	2	3	
		San Diego	13	3	4	3	0	10	2	8	3	
		San Luis Obispo	0	1	0	0	0	0	0	1	0	
		Santa Clara	0	0	1	1	0	1	1	0	0	
		Santa Cruz	1	1	2	0	0	1	2	1	0	
		Shasta	0	1	0	0	0	1	0	0	0	
		Sonoma	1	0	0	1	0	0	2	0	0	
		Stanislaus	2	0	0	1	0	0	1	1	1	
		Ventura	0	2	0	0	0	0	0	2	0	
		Yuba	3	0	0	0	0	1	0	2	0	
	Nonmetropolitan Counties		7	0	5	3	0					
		Amador	2	0	0	2	0	1	0	2	1	
		Calaveras	1	0	0	0	0	0	0	1	0	
		Colusa	0	0	1	0	0	0	0	1	0	
		Glenn	1	0	0	1	0	1	0	0	1	
		Inyo	0	0	1	0	0	0	1	0	0	
		Lake	1	0	2	0	0	1	0	1	1	
		Lassen	1	0	0	0	0	1	0	0	0	
		Mendocino	1	0	0	0	0	0	0	1	0	
		Tuolumne	0	0	1	0	0	1	0	0	0	
	State Police Agencies		1	0	0	0	0					
		Highway Patrol, San Bernardino County	1	0	0	0	0	1	0	0	0	
	Other Agencies		3	0	2	2	0					
		Department of Parks and Recreation, Gold Fields District	0	0	1	0	0	0	0	1	0	
		East Bay Regional Parks, Contra Costa County	0	0	1	0	0	0	1	0	0	
		Los Angeles Transportation Services Bureau	3	0	0	2	0	2	2	1	0	
COLORADO	Total		75	14	32	34	1					
	Cities		58	9	26	27	1					
		Arvada	2	1	2	0	0	0	2	2	1	105,197
		Aurora	3	0	1	1	0	0	2	2	1	307,621
		Berthoud	1	0	0	0	0	1	0	0	0	5,142
		Boulder	4	3	3	0	0	3	0	6	1	91,047
		Castle Rock	0	0	1	0	0	0	0	1	0	43,523
		Centennial	3	1	0	0	0	0	1	2	1	97,746
		Colorado Springs	3	0	3	1	0	2	2	2	1	374,112
		Commerce City	0	0	1	0	0	0	1	0	0	42,386
		Cortez	1	0	0	0	0	0	1	0	0	8,513
		Craig	1	0	1	3	0	0	3	0	2	9,262
		Denver	13	2	5	4	0	1	7	10	6	573,387
		Englewood	1	0	0	3	0	1	0	2	1	32,362
		Evans	0	0	0	1	0	0	1	0	0	19,420
		Fort Collins	5	0	2	1	0	0	2	4	2	130,935
		Fort Lupton	0	0	1	0	0	1	0	0	0	7,464
		Glendale	0	0	0	1	0	0	0	1	0	4,800
		Glenwood Springs	0	0	0	2	0	0	0	2	0	8,904
		Grand Junction	3	0	0	1	0	0	2	2	0	47,235
		Greeley	1	0	1	1	0	0	1	0	2	90,707
		Gunnison	1	1	0	0	0	0	0	1	1	5,296
		Johnstown	1	0	0	0	0	1	0	0	0	9,021
		Kersey	1	0	0	0	0	1	0	0	0	1,421
		Lafayette	0	0	1	1	0	1	0	0	1	24,340
		Lakewood	1	0	0	3	0	1	1	1	1	139,407
		Littleton	0	0	0	0	1	0	1	0	0	40,343
		Lone Tree	1	0	0	0	0	0	0	0	1	9,349
		Louisville	1	0	0	0	0	1	0	0	0	18,335
		Loveland	0	1	1	1	0	0	0	3	0	62,586
		New Castle	2	0	0	1	0	0	1	2	0	3,526
		Steamboat Springs	5	0	0	2	0	0	1	5	1	9,233
		Sterling	0	0	1	0	0	1	0	0	0	12,549
		Telluride	1	0	1	0	0	0	1	1	0	2,274
		Thornton	1	0	0	0	0	0	1	0	0	113,289
		Trinidad	1	0	0	0	0	0	0	1	0	9,135
		Walsenburg	0	0	1	0	0	1	0	0	0	3,914
		Wheat Ridge	1	0	0	0	0	1	0	0	0	30,718
	Universities and Colleges		3	1	0	0	0					
		Auraria Higher Education Center3	1	0	0	0	0	0	0	0	1	
		Colorado State University, Fort Collins	2	1	0	0	0	2	0	0	1	27,636
	Metropolitan Counties		11	4	5	5	0					
		Adams	0	0	0	1	0	0	1	0	0	
		Arapahoe	4	3	0	2	0	2	3	3	1	
		Douglas	1	0	0	1	0	2	0	0	0	
		Gilpin	0	0	1	0	0	0	0	0	1	
		Jefferson	0	0	2	0	0	0	0	1	1	
		Mesa	5	0	1	1	0	1	1	3	2	
		Weld	1	1	1	0	0	0	1	2	0	
	Nonmetropolitan Counties		1	0	1	2	0					
		Garfield	1	0	1	1	0	0	1	0	2	
		Routt	0	0	0	1	0	0	0	1	0	
	Other Agencies		2	0	0	0	0					
		Colorado Mental Health Institute	2	0	0	0	0	0	2	0	0	
CONNECTICUT	Total		66	31	18	11	1					
	Cities		57	29	12	10	1					
		Bloomfield	1	0	1	0	0	0	0	1	1	20,759
		Branford	0	1	0	0	0	0	0	1	0	29,074
		Bridgeport	1	0	1	0	0	1	0	1	0	137,655
		Bristol	1	0	0	1	0	0	1	0	1	61,292
		Clinton	2	0	1	0	1	0	1	1	2	13,695
		Derby	1	0	0	0	0	0	1	0	0	12,465
		East Hartford	1	0	0	1	0	0	0	1	1	48,752
		Enfield	2	0	0	0	0	0	1	1	0	45,229
		Farmington	2	0	0	0	0	1	1	0	0	25,190
		Glastonbury	0	2	0	0	0	0	0	2	0	33,179
		Greenwich	1	1	0	0	0	0	2	0	0	62,196
		Groton	1	0	0	0	0	0	1	0	0	9,314
		Groton Town	2	1	0	0	0	0	1	2	0	29,377
		Guilford	0	0	1	1	0	1	0	1	0	22,462
		Hamden	1	0	0	0	0	1	0	0	0	57,982
		Hartford	2	0	0	0	0	1	0	1	0	124,558
		Madison	1	0	0	1	0	0	1	0	1	18,873
		Manchester	0	0	1	0	0	0	0	1	0	55,774
		Middletown	0	0	1	0	0	0	0	1	0	47,743
		Milford	1	0	1	0	0	0	0	0	2	55,404
		Monroe	0	2	0	0	0	1	1	0	0	19,599
		Naugatuck	5	0	0	1	0	0	1	1	4	31,994
		New Britain	1	0	0	0	0	0	0	1	0	70,630
		New Haven	0	1	0	1	0			2		124,034
		New Milford	2	1	0	1	0	1	2	0	1	28,890
		Norwalk	3	0	0	0	0	0	2	0	1	84,343
		Norwich	3	0	0	0	0	1	1	0	1	36,353
		Orange	2	0	1	0	0	0	0	0	3	13,942
		Plainfield	1	0	0	0	0	0	0	0	1	15,538
		Plymouth	3	0	0	0	0	0	1	1	1	12,225
		Seymour	0	1	0	0	0	0	0	0	1	16,327
		Shelton	0	2	0	0	0	0	1	0	1	40,425
		Southington	1	0	0	1	0	0	1	0	1	42,522
		South Windsor	1	0	0	0	0	0	0	1	0	26,214
		Stamford	2	0	0	0	0	1	0	1	0	119,510
		Stratford	2	6	0	0	0	4	1	1	2	49,440
		Suffield	1	1	0	0	0	0	1	1	0	15,334
		Torrington	0	1	1	0	0	0	1	1	0	35,997
		Trumbull	2	0	0	1	0	1	2	0	0	35,055
		Vernon	1	0	0	0	0	0	0	1	0	29,843
		Wallingford	0	1	0	0	0	0	1	0	0	44,979
		Waterford	0	0	1	0	0	0	0	0	1	18,780
		West Hartford	1	2	2	0	0	2	0	2	1	60,644
		Weston	0	1	0	0	0	0	1	0	0	10,277
		Westport	3	2	0	0	0	0	0	4	1	26,704
		Wilton	0	3	0	1	0	0	3	1	0	17,879
		Winchester	1	0	0	0	0	0	0	0	1	10,888
		Windsor Locks	2	0	0	0	0	1	1	0	0	12,475
	Universities and Colleges		6	1	5	0	0					
		Eastern Connecticut State University	0	0	2	0	0	0	0	2	0	5,239
		University of Connecticut:										
		Health Center3	1	0	0	0	0	1	0	0	0	
		Storrs, Avery Point, and Hartford3	4	1	3	0	0	5	0	0	3	
		Western Connecticut State University	1	0	0	0	0	1	0	0	0	6,086
	State Police Agencies		3	1	1	1	0					
		Connecticut State Police	3	1	1	1	0	2	0	0	4	
DELAWARE	Total		27	6	7	9	0					
	Cities		6	1	1	8	0					
		Dewey Beach	1	0	1	0	0	0	0	2	0	313
		Elsmere	1	0	0	0	0	0	1	0	0	5,721
		Georgetown	0	0	0	7	0	2	1	0	4	4,964
		Harrington	1	0	0	0	0	0	0	1	0	3,276
		Laurel	0	0	0	1	0	0	0	0	1	3,842
		Milford	2	0	0	0	0	0	1	0	1	7,995
		Newark	0	1	0	0	0	1	0	0	0	30,158
		Wilmington	1	0	0	0	0	0	0	0	1	72,842
	Universities and Colleges		3	0	2	1	0					
		University of Delaware	3	0	2	1	0	4	0	2	0	20,380
	Metropolitan Counties		6	2	1	0	0					
		New Castle County Police Department	6	2	1	0	0	3	2	1	3	
	State Police Agencies		12	3	2	0	0					
		State Police:										
		Kent County	5	2	0	0	0	0	0	2	5	
		New Castle County	4	1	2	0	0	2	1	3	1	
		Sussex County	3	0	0	0	0	0	0	2	1	
	Other Agencies		0	0	1	0	0					
		Park Rangers	0	0	1	0	0	0	0	1	0	
DISTRICT OF COLUMBIA	Total		3	7	29	2	0					
	Cities		3	6	26	2	0					
		Washington	3	6	26	2	0	11	8	11	7	588,292
	Other Agencies		0	1	3	0	0					
		Metro Transit Police	0	1	3	0	0	1	3	0	0	
FLORIDA	Total		86	26	25	29	0					
	Cities		52	16	15	16	0					
		Altamonte Springs	1	0	0	0	0	0	0	1	0	40,513
		Aventura	0	1	0	0	0	1	0	0	0	30,782
		Boca Raton	0	0	0	2	0	0	1	1	0	86,868
		Cape Coral	1	1	1	2	0	1	1	3	0	159,936
